evaluation_id,model_version,eval_prompt_category,human_rating,synthetic_metric,cost_of_evaluation,evaluation_date,deployment_week
EVAL_028636,v1.1,Scientific,3,76.07,23.32,2024-04-28,8
EVAL_028637,v1.1,General QA,4,74.38,17.89,2024-03-31,8
EVAL_028638,v1.1,Scientific,5,93.36,27.64,2024-03-26,8
EVAL_028639,v1.1,Coding,4,91.28,18.13,2024-01-14,8
EVAL_028640,v1.1,Coding,4,76.33,22.46,2024-06-19,8
EVAL_028641,v1.1,Math/Logic,5,91.49,23.08,2024-04-01,8
EVAL_028642,v1.1,Coding,5,99.35,27.96,2024-06-28,8
EVAL_028643,v1.1,Scientific,4,87.95,19.17,2024-02-16,8
EVAL_028644,v1.1,Coding,5,89.17,25.82,2024-04-14,8
EVAL_028645,v1.1,General QA,4,79.4,20.11,2024-01-18,8
EVAL_028646,v1.1,Creative Writing,5,96.03,21.23,2024-04-18,8
EVAL_028647,v1.1,Creative Writing,5,100.0,27.29,2024-05-03,8
EVAL_028648,v1.1,General QA,5,99.92,24.02,2024-04-23,8
EVAL_028649,v1.1,Math/Logic,5,86.04,20.77,2024-01-12,8
EVAL_028650,v1.1,Creative Writing,5,95.15,26.32,2024-04-08,8
EVAL_028651,v1.1,Scientific,4,89.42,26.88,2024-04-17,8
EVAL_028652,v1.1,Math/Logic,5,83.25,28.16,2024-06-22,8
EVAL_028653,v1.1,Math/Logic,5,94.82,25.45,2024-03-20,8
EVAL_028654,v1.1,Coding,4,87.15,24.1,2024-03-16,8
EVAL_028655,v1.1,Math/Logic,5,82.32,23.0,2024-01-01,8
EVAL_028656,v1.1,Scientific,5,89.91,25.84,2024-04-24,8
EVAL_028657,v1.1,Coding,5,93.66,28.47,2024-01-04,8
EVAL_028658,v1.1,Scientific,5,76.06,20.35,2024-05-30,8
EVAL_028659,v1.1,Creative Writing,5,94.1,32.57,2024-06-03,8
EVAL_028660,v1.1,General QA,5,91.25,31.42,2024-03-18,8
EVAL_028661,v1.1,General QA,4,77.6,21.83,2024-05-27,8
EVAL_028662,v1.1,Math/Logic,3,93.25,18.77,2024-03-07,8
EVAL_028663,v1.1,General QA,5,89.57,25.93,2024-06-04,8
EVAL_028664,v1.1,Creative Writing,5,77.64,26.35,2024-03-02,8
EVAL_028665,v1.1,Math/Logic,5,94.4,23.75,2024-06-23,8
EVAL_028666,v1.1,Scientific,3,72.72,28.83,2024-06-12,8
EVAL_028667,v1.1,Scientific,5,78.78,28.06,2024-04-17,8
EVAL_028668,v1.1,Math/Logic,4,81.22,17.88,2024-06-25,8
EVAL_028669,v1.1,General QA,4,79.54,24.39,2024-02-28,8
EVAL_028670,v1.1,Creative Writing,4,96.82,20.84,2024-02-18,8
EVAL_028671,v1.1,Math/Logic,5,87.97,19.68,2024-05-24,8
EVAL_028672,v1.1,Scientific,4,98.12,20.83,2024-01-22,8
EVAL_028673,v1.1,Scientific,5,86.82,27.79,2024-03-09,8
EVAL_028674,v1.1,General QA,3,74.07,26.05,2024-06-12,8
EVAL_028675,v1.1,Coding,5,88.73,28.55,2024-04-19,8
EVAL_028676,v1.1,General QA,4,92.62,25.16,2024-02-28,8
EVAL_028677,v1.1,Math/Logic,4,81.99,26.26,2024-02-09,8
EVAL_028678,v1.1,Coding,4,100.0,22.54,2024-05-07,8
EVAL_028679,v1.1,Coding,5,83.56,25.29,2024-03-15,8
EVAL_028680,v1.1,Math/Logic,3,77.96,18.71,2024-04-21,8
EVAL_028681,v1.1,Scientific,4,99.72,23.79,2024-03-19,8
EVAL_028682,v1.1,Coding,4,87.26,30.37,2024-06-03,8
EVAL_028683,v1.1,General QA,5,85.66,19.77,2024-05-05,8
EVAL_028684,v1.1,Coding,4,89.23,27.45,2024-02-24,8
EVAL_028685,v1.1,General QA,5,98.36,25.33,2024-05-29,8
EVAL_028686,v1.1,Scientific,4,87.36,16.07,2024-05-20,8
EVAL_028687,v1.1,Scientific,5,93.95,27.14,2024-01-11,8
EVAL_028688,v1.1,General QA,4,89.21,17.75,2024-05-31,8
EVAL_028689,v1.1,Scientific,5,100.0,24.93,2024-03-31,8
EVAL_028690,v1.1,Math/Logic,4,90.19,18.65,2024-01-18,8
EVAL_028691,v1.1,Creative Writing,5,100.0,24.4,2024-06-21,8
EVAL_028692,v1.1,General QA,3,88.77,19.99,2024-05-31,8
EVAL_028693,v1.1,Scientific,4,95.28,23.76,2024-01-18,8
EVAL_028694,v1.1,Coding,5,88.32,32.97,2024-02-18,8
EVAL_028695,v1.1,General QA,5,82.79,20.05,2024-04-09,8
EVAL_028696,v1.1,Creative Writing,5,91.18,25.72,2024-01-18,8
EVAL_028697,v1.1,General QA,3,79.4,23.32,2024-04-01,8
EVAL_028698,v1.1,Coding,5,83.13,20.44,2024-04-04,8
EVAL_028699,v1.1,Scientific,5,93.33,28.77,2024-01-08,8
EVAL_028700,v1.1,Scientific,4,79.77,27.32,2024-04-01,8
EVAL_028701,v1.1,Coding,5,96.67,23.23,2024-01-06,8
EVAL_028702,v1.1,Coding,5,76.96,25.66,2024-04-18,8
EVAL_028703,v1.1,Coding,3,76.21,23.94,2024-04-30,8
EVAL_028704,v1.1,Scientific,5,89.06,26.02,2024-01-05,8
EVAL_028705,v1.1,Scientific,5,95.36,26.37,2024-04-05,8
EVAL_028706,v1.1,Scientific,4,65.16,26.31,2024-04-06,8
EVAL_028707,v1.1,Coding,4,81.52,24.39,2024-01-14,8
EVAL_028708,v1.1,General QA,5,84.32,23.41,2024-01-30,8
EVAL_028709,v1.1,Coding,4,74.65,24.7,2024-02-20,8
EVAL_028710,v1.1,Math/Logic,5,73.56,19.03,2024-05-23,8
EVAL_028711,v1.1,General QA,5,85.6,23.72,2024-02-27,8
EVAL_028712,v1.1,Creative Writing,4,83.47,19.11,2024-04-08,8
EVAL_028713,v1.1,Creative Writing,5,99.26,25.74,2024-04-25,8
EVAL_028714,v1.1,Creative Writing,5,100.0,25.64,2024-03-18,8
EVAL_028715,v1.1,Math/Logic,4,92.86,24.15,2024-05-09,8
EVAL_028716,v1.1,Coding,5,93.45,26.53,2024-04-09,8
EVAL_028717,v1.1,Coding,5,94.49,25.53,2024-03-14,8
EVAL_028718,v1.1,Creative Writing,4,100.0,26.39,2024-01-19,8
EVAL_028719,v1.1,Math/Logic,5,85.09,26.65,2024-04-20,8
EVAL_028720,v1.1,Coding,5,79.61,25.11,2024-01-30,8
EVAL_028721,v1.1,Math/Logic,5,79.0,23.34,2024-05-26,8
EVAL_028722,v1.1,Coding,5,93.62,26.27,2024-01-07,8
EVAL_028723,v1.1,Scientific,4,92.15,26.59,2024-02-28,8
EVAL_028724,v1.1,Coding,5,100.0,24.87,2024-02-06,8
EVAL_028725,v1.1,Creative Writing,4,81.65,26.04,2024-05-25,8
EVAL_028726,v1.1,Creative Writing,4,80.72,17.02,2024-02-29,8
EVAL_028727,v1.1,General QA,4,92.35,30.35,2024-06-02,8
EVAL_028728,v1.1,Scientific,4,71.97,24.32,2024-04-05,8
EVAL_028729,v1.1,Coding,5,94.51,26.04,2024-01-19,8
EVAL_028730,v1.1,Math/Logic,4,76.19,20.38,2024-03-04,8
EVAL_028731,v1.1,General QA,4,80.98,19.93,2024-02-12,8
EVAL_028732,v1.1,Math/Logic,5,84.74,29.3,2024-02-01,8
EVAL_028733,v1.1,Coding,5,81.59,31.17,2024-03-23,8
EVAL_028734,v1.1,Scientific,5,90.37,26.74,2024-01-06,8
EVAL_028735,v1.1,Scientific,5,98.6,24.5,2024-01-10,8
EVAL_028736,v1.1,Scientific,5,71.7,22.48,2024-03-01,8
EVAL_028737,v1.1,Coding,4,85.8,26.0,2024-04-22,8
EVAL_028738,v1.1,Creative Writing,5,94.33,31.12,2024-05-02,8
EVAL_028739,v1.1,Coding,5,99.71,19.05,2024-03-21,8
EVAL_028740,v1.1,Scientific,4,79.63,24.99,2024-06-09,8
EVAL_028741,v1.1,General QA,5,92.37,19.38,2024-03-05,8
EVAL_028742,v1.1,Creative Writing,4,94.9,24.76,2024-02-14,8
EVAL_028743,v1.1,Creative Writing,5,92.86,27.8,2024-06-22,8
EVAL_028744,v1.1,General QA,5,94.92,25.92,2024-02-26,8
EVAL_028745,v1.1,General QA,4,85.55,23.74,2024-02-19,8
EVAL_028746,v1.1,Creative Writing,4,74.96,23.94,2024-01-21,8
EVAL_028747,v1.1,Creative Writing,5,80.97,31.4,2024-06-18,8
EVAL_028748,v1.1,Coding,4,87.35,22.9,2024-05-01,8
EVAL_028749,v1.1,Math/Logic,5,87.88,19.52,2024-01-01,8
EVAL_028750,v1.1,General QA,5,98.58,31.86,2024-04-15,8
EVAL_028751,v1.1,Math/Logic,4,78.16,22.36,2024-05-24,8
EVAL_028752,v1.1,Math/Logic,5,88.52,31.4,2024-03-05,8
EVAL_028753,v1.1,Scientific,4,97.67,18.94,2024-04-01,8
EVAL_028754,v1.1,General QA,5,99.91,31.84,2024-03-09,8
EVAL_028755,v1.1,Scientific,5,84.94,19.04,2024-01-02,8
EVAL_028756,v1.1,Math/Logic,5,98.64,32.99,2024-03-29,8
EVAL_028757,v1.1,General QA,3,83.67,15.81,2024-06-16,8
EVAL_028758,v1.1,Math/Logic,4,94.85,25.77,2024-03-06,8
EVAL_028759,v1.1,Math/Logic,5,79.84,25.26,2024-05-03,8
EVAL_028760,v1.1,Math/Logic,5,100.0,18.23,2024-03-12,8
EVAL_028761,v1.1,Scientific,4,85.89,22.53,2024-06-15,8
EVAL_028762,v1.1,Scientific,4,78.44,20.02,2024-04-18,8
EVAL_028763,v1.1,Creative Writing,4,83.44,28.74,2024-05-01,8
EVAL_028764,v1.1,Math/Logic,4,87.05,16.01,2024-01-13,8
EVAL_028765,v1.1,Math/Logic,5,90.83,30.27,2024-01-29,8
EVAL_028766,v1.1,Creative Writing,5,82.55,28.05,2024-01-02,8
EVAL_028767,v1.1,Math/Logic,4,94.66,29.04,2024-04-26,8
EVAL_028768,v1.1,Math/Logic,5,99.52,32.21,2024-04-24,8
EVAL_028769,v1.1,Creative Writing,4,96.89,27.25,2024-02-28,8
EVAL_028770,v1.1,Creative Writing,5,83.45,30.95,2024-03-30,8
EVAL_028771,v1.1,Creative Writing,5,97.31,28.79,2024-03-20,8
EVAL_028772,v1.1,Coding,4,89.68,29.07,2024-05-09,8
EVAL_028773,v1.1,Math/Logic,4,89.76,21.65,2024-01-09,8
EVAL_028774,v1.1,Creative Writing,5,83.55,24.32,2024-04-18,8
EVAL_028775,v1.1,Creative Writing,4,100.0,20.0,2024-02-21,8
EVAL_028776,v1.1,Creative Writing,3,80.19,23.1,2024-01-07,8
EVAL_028777,v1.1,Math/Logic,4,89.77,24.34,2024-01-19,8
EVAL_028778,v1.1,Coding,5,92.1,25.12,2024-02-24,8
EVAL_028779,v1.1,General QA,5,77.42,31.24,2024-03-30,8
EVAL_028780,v1.1,Scientific,4,100.0,19.3,2024-01-12,8
EVAL_028781,v1.1,Coding,4,78.89,18.94,2024-01-06,8
EVAL_028782,v1.1,General QA,5,71.97,29.15,2024-04-30,8
EVAL_028783,v1.1,Scientific,5,100.0,18.49,2024-04-14,8
EVAL_028784,v1.1,General QA,4,95.64,21.41,2024-01-28,8
EVAL_028785,v1.1,Scientific,4,89.03,20.02,2024-03-07,8
EVAL_028786,v1.1,General QA,3,86.3,21.7,2024-06-01,8
EVAL_028787,v1.1,Scientific,4,77.04,23.56,2024-05-11,8
EVAL_028788,v1.1,Coding,3,75.08,18.29,2024-01-28,8
EVAL_028789,v1.1,Coding,4,100.0,21.13,2024-02-28,8
EVAL_028790,v1.1,Scientific,4,79.13,17.82,2024-06-27,8
EVAL_028791,v1.1,Creative Writing,5,94.73,25.44,2024-02-17,8
EVAL_028792,v1.1,Creative Writing,4,80.57,28.98,2024-03-26,8
EVAL_028793,v1.1,Coding,4,82.13,20.83,2024-04-13,8
EVAL_028794,v1.1,Coding,4,92.14,22.79,2024-03-18,8
EVAL_028795,v1.1,Coding,5,100.0,25.35,2024-04-13,8
EVAL_028796,v1.1,Scientific,4,92.03,30.26,2024-05-11,8
EVAL_028797,v1.1,Coding,5,96.69,28.15,2024-03-19,8
EVAL_028798,v1.1,Creative Writing,4,94.72,18.49,2024-01-07,8
EVAL_028799,v1.1,General QA,5,84.78,18.8,2024-01-12,8
EVAL_028800,v1.1,Coding,5,94.51,21.75,2024-02-09,8
EVAL_028801,v1.1,Scientific,3,94.49,26.02,2024-06-05,8
EVAL_028802,v1.1,Creative Writing,4,86.4,27.45,2024-03-29,8
EVAL_028803,v1.1,Scientific,3,74.51,20.27,2024-06-04,8
EVAL_028804,v1.1,Coding,4,84.55,18.28,2024-06-14,8
EVAL_028805,v1.1,Scientific,5,88.27,25.71,2024-05-03,8
EVAL_028806,v1.1,General QA,4,76.59,22.71,2024-04-14,8
EVAL_028807,v1.1,Scientific,4,84.24,22.6,2024-04-26,8
EVAL_028808,v1.1,General QA,4,93.8,19.46,2024-03-13,8
EVAL_028809,v1.1,Creative Writing,5,90.88,19.07,2024-01-27,8
EVAL_028810,v1.1,Creative Writing,5,87.47,28.51,2024-02-03,8
EVAL_028811,v1.1,Math/Logic,4,80.09,27.66,2024-02-26,8
EVAL_028812,v1.1,General QA,5,95.27,27.9,2024-04-17,8
EVAL_028813,v1.1,Creative Writing,5,97.74,29.44,2024-01-29,8
EVAL_028814,v1.1,Scientific,4,83.03,30.31,2024-06-08,8
EVAL_028815,v1.1,Math/Logic,5,100.0,18.06,2024-04-03,8
EVAL_028816,v1.1,Math/Logic,5,87.41,27.03,2024-01-14,8
EVAL_028817,v1.1,Creative Writing,4,79.44,16.11,2024-05-19,8
EVAL_028818,v1.1,Math/Logic,4,80.31,21.33,2024-05-25,8
EVAL_028819,v1.1,Scientific,5,75.47,30.75,2024-02-13,8
EVAL_028820,v1.1,Creative Writing,5,93.62,18.01,2024-05-15,8
EVAL_028821,v1.1,Coding,5,93.7,18.37,2024-05-09,8
EVAL_028822,v1.1,Creative Writing,4,91.63,30.14,2024-01-27,8
EVAL_028823,v1.1,Scientific,5,100.0,29.66,2024-04-17,8
EVAL_028824,v1.1,Scientific,5,98.67,22.14,2024-01-30,8
EVAL_028825,v1.1,Math/Logic,4,72.12,16.08,2024-03-20,8
EVAL_028826,v1.1,Math/Logic,4,97.79,16.86,2024-03-19,8
EVAL_028827,v1.1,General QA,3,68.28,17.45,2024-03-15,8
EVAL_028828,v1.1,Math/Logic,4,81.95,19.34,2024-04-05,8
EVAL_028829,v1.1,Creative Writing,5,92.91,27.65,2024-03-05,8
EVAL_028830,v1.1,Creative Writing,4,90.57,18.74,2024-04-13,8
EVAL_028831,v1.1,Math/Logic,5,93.07,25.61,2024-02-19,8
EVAL_028832,v1.1,General QA,3,76.63,18.69,2024-02-25,8
EVAL_028833,v1.1,Scientific,5,81.9,22.92,2024-04-16,8
EVAL_028834,v1.1,Coding,5,78.88,27.63,2024-03-20,8
EVAL_028835,v1.1,Math/Logic,5,86.94,32.78,2024-04-16,8
EVAL_028836,v1.1,Scientific,4,83.55,29.18,2024-01-25,8
EVAL_028837,v1.1,Scientific,3,76.48,23.34,2024-06-26,8
EVAL_028838,v1.1,Math/Logic,5,88.67,26.49,2024-05-13,8
EVAL_028839,v1.1,Math/Logic,4,85.35,16.71,2024-03-13,8
EVAL_028840,v1.1,Creative Writing,4,79.68,25.07,2024-06-18,8
EVAL_028841,v1.1,Creative Writing,4,95.13,21.6,2024-01-10,8
EVAL_028842,v1.1,General QA,5,88.45,27.9,2024-01-14,8
EVAL_028843,v1.1,Math/Logic,5,95.66,32.29,2024-05-06,8
EVAL_028844,v1.1,Coding,5,98.13,21.53,2024-05-07,8
EVAL_028845,v1.1,Math/Logic,4,93.15,20.55,2024-03-15,8
EVAL_028846,v1.1,Coding,5,97.2,31.86,2024-06-01,8
EVAL_028847,v1.1,Coding,4,87.41,29.87,2024-04-22,8
EVAL_028848,v1.1,Creative Writing,5,82.66,31.59,2024-06-19,8
EVAL_028849,v1.1,Scientific,5,100.0,31.69,2024-06-20,8
EVAL_028850,v1.1,Coding,4,90.15,22.92,2024-05-09,8
EVAL_028851,v1.1,Creative Writing,4,87.79,22.38,2024-06-06,8
EVAL_028852,v1.1,Math/Logic,4,87.18,19.23,2024-01-09,8
EVAL_028853,v1.1,Math/Logic,5,91.72,28.74,2024-02-27,8
EVAL_028854,v1.1,Scientific,5,97.66,30.67,2024-01-10,8
EVAL_028855,v1.1,Math/Logic,5,82.04,31.58,2024-04-09,8
EVAL_028856,v1.1,General QA,3,77.26,16.9,2024-06-26,8
EVAL_028857,v1.1,Math/Logic,5,100.0,30.83,2024-01-16,8
EVAL_028858,v1.1,Math/Logic,4,79.8,16.18,2024-02-11,8
EVAL_028859,v1.1,Coding,4,89.89,17.43,2024-06-03,8
EVAL_028860,v1.1,Scientific,4,84.0,30.35,2024-03-18,8
EVAL_028861,v1.1,Creative Writing,4,82.54,30.34,2024-01-09,8
EVAL_028862,v1.1,General QA,4,84.15,29.25,2024-04-01,8
EVAL_028863,v1.1,Creative Writing,3,72.14,16.74,2024-06-17,8
EVAL_028864,v1.1,General QA,5,89.82,18.43,2024-06-08,8
EVAL_028865,v1.1,Scientific,5,91.08,28.77,2024-02-27,8
EVAL_028866,v1.1,Scientific,5,84.38,30.04,2024-06-01,8
EVAL_028867,v1.1,Math/Logic,5,85.76,25.41,2024-02-08,8
EVAL_028868,v1.1,Creative Writing,4,78.73,26.48,2024-05-27,8
EVAL_028869,v1.1,Math/Logic,4,94.07,30.31,2024-04-19,8
EVAL_028870,v1.1,Scientific,5,94.56,25.22,2024-02-14,8
EVAL_028871,v1.1,Math/Logic,5,96.72,19.96,2024-03-01,8
EVAL_028872,v1.1,Scientific,4,75.04,30.93,2024-04-16,8
EVAL_028873,v1.1,Scientific,5,93.33,21.58,2024-05-19,8
EVAL_028874,v1.1,Math/Logic,4,81.71,25.22,2024-03-16,8
EVAL_028875,v1.1,Creative Writing,3,79.62,24.51,2024-01-09,8
EVAL_028876,v1.1,Scientific,4,78.19,30.26,2024-05-22,8
EVAL_028877,v1.1,Math/Logic,4,73.52,24.25,2024-06-23,8
EVAL_028878,v1.1,Coding,4,98.62,18.27,2024-05-29,8
EVAL_028879,v1.1,Math/Logic,3,80.46,27.72,2024-02-04,8
EVAL_028880,v1.1,Creative Writing,4,86.53,18.76,2024-06-12,8
EVAL_028881,v1.1,Scientific,3,76.12,26.6,2024-03-26,8
EVAL_028882,v1.1,Coding,3,83.59,21.34,2024-02-04,8
EVAL_028883,v1.1,Creative Writing,5,87.79,18.75,2024-01-31,8
EVAL_028884,v1.1,General QA,5,89.19,23.96,2024-04-21,8
EVAL_028885,v1.1,Coding,4,78.35,21.2,2024-03-16,8
EVAL_028886,v1.1,Math/Logic,5,98.0,27.85,2024-06-23,8
EVAL_028887,v1.1,Creative Writing,4,91.01,22.59,2024-04-14,8
EVAL_028888,v1.1,Creative Writing,4,95.29,21.46,2024-03-06,8
EVAL_028889,v1.1,Creative Writing,4,96.99,25.3,2024-03-22,8
EVAL_028890,v1.1,General QA,5,93.76,20.43,2024-05-05,8
EVAL_028891,v1.1,Creative Writing,5,94.08,20.76,2024-06-05,8
EVAL_028892,v1.1,Math/Logic,5,96.41,27.14,2024-05-14,8
EVAL_028893,v1.1,Scientific,4,78.05,21.61,2024-03-13,8
EVAL_028894,v1.1,General QA,5,99.57,18.75,2024-02-10,8
EVAL_028895,v1.1,Math/Logic,4,74.27,25.05,2024-06-25,8
EVAL_028896,v1.1,General QA,4,90.74,22.59,2024-02-21,8
EVAL_028897,v1.1,Scientific,3,80.39,23.75,2024-04-23,8
EVAL_028898,v1.1,Scientific,4,71.55,29.27,2024-01-20,8
EVAL_028899,v1.1,Math/Logic,5,94.66,26.82,2024-01-16,8
EVAL_028900,v1.1,Scientific,4,74.62,28.81,2024-02-25,8
EVAL_028901,v1.1,Scientific,4,76.91,28.68,2024-01-25,8
EVAL_028902,v1.1,Math/Logic,3,81.55,19.03,2024-05-03,8
EVAL_028903,v1.1,Creative Writing,4,87.14,16.04,2024-05-15,8
EVAL_028904,v1.1,Math/Logic,3,81.27,26.68,2024-02-08,8
EVAL_028905,v1.1,Creative Writing,5,88.94,24.4,2024-06-14,8
EVAL_028906,v1.1,Coding,5,86.31,24.81,2024-06-13,8
EVAL_028907,v1.1,Scientific,4,87.24,23.39,2024-04-19,8
EVAL_028908,v1.1,Scientific,4,87.69,17.12,2024-06-12,8
EVAL_028909,v1.1,General QA,5,78.67,25.81,2024-05-27,8
EVAL_028910,v1.1,Creative Writing,5,100.0,26.88,2024-04-25,8
EVAL_028911,v1.1,Creative Writing,5,92.07,30.17,2024-04-08,8
EVAL_028912,v1.1,Scientific,5,88.05,22.29,2024-05-13,8
EVAL_028913,v1.1,Coding,4,87.06,28.79,2024-04-25,8
EVAL_028914,v1.1,Creative Writing,4,72.3,18.73,2024-01-01,8
EVAL_028915,v1.1,Coding,4,75.73,29.06,2024-05-09,8
EVAL_028916,v1.1,General QA,3,79.51,27.86,2024-05-09,8
EVAL_028917,v1.1,Creative Writing,5,92.1,18.0,2024-02-05,8
EVAL_028918,v1.1,General QA,4,75.9,25.55,2024-05-10,8
EVAL_028919,v1.1,Coding,4,83.27,27.55,2024-04-16,8
EVAL_028920,v1.1,Coding,5,95.51,20.78,2024-02-16,8
EVAL_028921,v1.1,Coding,5,96.41,30.45,2024-04-12,8
EVAL_028922,v1.1,Math/Logic,5,100.0,24.49,2024-04-03,8
EVAL_028923,v1.1,Math/Logic,5,93.42,18.72,2024-02-23,8
EVAL_028924,v1.1,Math/Logic,5,100.0,21.56,2024-04-19,8
EVAL_028925,v1.1,Math/Logic,5,77.19,27.0,2024-03-06,8
EVAL_028926,v1.1,Math/Logic,5,87.89,29.48,2024-06-08,8
EVAL_028927,v1.1,Creative Writing,4,79.65,28.85,2024-02-16,8
EVAL_028928,v1.1,General QA,5,85.69,24.34,2024-01-18,8
EVAL_028929,v1.1,Scientific,4,74.3,25.27,2024-05-11,8
EVAL_028930,v1.1,Math/Logic,4,90.69,28.59,2024-01-02,8
EVAL_028931,v1.1,Math/Logic,4,75.51,28.61,2024-04-10,8
EVAL_028932,v1.1,Math/Logic,5,100.0,27.07,2024-05-01,8
EVAL_028933,v1.1,Scientific,4,79.71,21.55,2024-02-19,8
EVAL_028934,v1.1,Coding,4,82.22,22.29,2024-06-13,8
EVAL_028935,v1.1,Creative Writing,4,79.6,23.46,2024-06-27,8
EVAL_028936,v1.1,Creative Writing,4,82.3,21.24,2024-05-02,8
EVAL_028937,v1.1,Creative Writing,4,84.49,21.78,2024-03-01,8
EVAL_028938,v1.1,General QA,5,89.4,24.74,2024-02-02,8
EVAL_028939,v1.1,Math/Logic,4,75.5,22.11,2024-01-10,8
EVAL_028940,v1.1,General QA,4,74.84,22.28,2024-01-09,8
EVAL_028941,v1.1,Creative Writing,3,84.92,18.82,2024-06-19,8
EVAL_028942,v1.1,Creative Writing,5,96.65,20.24,2024-04-23,8
EVAL_028943,v1.1,Coding,3,81.41,21.88,2024-05-24,8
EVAL_028944,v1.1,Math/Logic,4,78.89,28.8,2024-03-20,8
EVAL_028945,v1.1,Creative Writing,3,95.02,16.62,2024-02-17,8
EVAL_028946,v1.1,Coding,5,96.78,30.02,2024-02-21,8
EVAL_028947,v1.1,General QA,4,80.51,22.24,2024-06-24,8
EVAL_028948,v1.1,Coding,5,81.86,19.29,2024-01-30,8
EVAL_028949,v1.1,Coding,5,100.0,28.24,2024-06-18,8
EVAL_028950,v1.1,Creative Writing,5,84.21,22.37,2024-04-19,8
EVAL_028951,v1.1,Scientific,5,100.0,32.57,2024-04-17,8
EVAL_028952,v1.1,Creative Writing,5,90.53,20.9,2024-03-08,8
EVAL_028953,v1.1,Scientific,5,94.09,23.95,2024-01-31,8
EVAL_028954,v1.1,Creative Writing,5,99.05,32.64,2024-05-22,8
EVAL_028955,v1.1,General QA,5,93.66,28.41,2024-05-09,8
EVAL_028956,v1.1,Creative Writing,5,89.6,23.43,2024-01-27,8
EVAL_028957,v1.1,Scientific,4,90.71,22.5,2024-01-12,8
EVAL_028958,v1.1,Creative Writing,5,100.0,24.92,2024-03-20,8
EVAL_028959,v1.1,Scientific,3,78.3,15.7,2024-02-13,8
EVAL_028960,v1.1,Coding,4,83.47,23.49,2024-06-20,8
EVAL_028961,v1.1,General QA,5,80.86,32.46,2024-02-24,8
EVAL_028962,v1.1,Math/Logic,4,94.23,24.78,2024-03-25,8
EVAL_028963,v1.1,Math/Logic,4,78.12,30.5,2024-03-27,8
EVAL_028964,v1.1,General QA,5,97.19,19.96,2024-02-24,8
EVAL_028965,v1.1,Scientific,5,80.12,32.5,2024-04-02,8
EVAL_028966,v1.1,Math/Logic,5,93.16,29.75,2024-04-09,8
EVAL_028967,v1.1,General QA,5,79.64,27.91,2024-06-06,8
EVAL_028968,v1.1,General QA,4,93.53,19.88,2024-05-03,8
EVAL_028969,v1.1,General QA,4,85.92,26.86,2024-03-16,8
EVAL_028970,v1.1,Math/Logic,4,94.6,24.38,2024-03-01,8
EVAL_028971,v1.1,Scientific,5,89.23,22.7,2024-04-17,8
EVAL_028972,v1.1,Math/Logic,5,100.0,32.24,2024-05-22,8
EVAL_028973,v1.1,Coding,4,82.6,16.74,2024-04-10,8
EVAL_028974,v1.1,Scientific,4,96.43,19.63,2024-01-31,8
EVAL_028975,v1.1,Creative Writing,5,83.17,20.06,2024-03-15,8
EVAL_028976,v1.1,General QA,5,94.46,27.31,2024-02-20,8
EVAL_028977,v1.1,General QA,4,77.14,18.75,2024-05-12,8
EVAL_028978,v1.1,Coding,5,98.58,18.29,2024-06-12,8
EVAL_028979,v1.1,Scientific,5,76.37,26.41,2024-04-21,8
EVAL_028980,v1.1,Math/Logic,5,93.98,23.28,2024-02-28,8
EVAL_028981,v1.1,Scientific,5,72.35,29.59,2024-05-02,8
EVAL_028982,v1.1,Scientific,5,100.0,30.39,2024-03-25,8
EVAL_028983,v1.1,Coding,5,91.15,25.95,2024-03-25,8
EVAL_028984,v1.1,Creative Writing,5,88.5,29.34,2024-01-22,8
EVAL_028985,v1.1,Creative Writing,4,83.04,28.13,2024-04-02,8
EVAL_028986,v1.1,Creative Writing,4,85.03,25.96,2024-04-18,8
EVAL_028987,v1.1,Scientific,4,80.09,22.9,2024-04-25,8
EVAL_028988,v1.1,Math/Logic,5,79.48,26.2,2024-04-18,8
EVAL_028989,v1.1,Math/Logic,5,99.04,29.57,2024-05-12,8
EVAL_028990,v1.1,Math/Logic,5,98.43,28.62,2024-01-13,8
EVAL_028991,v1.1,Creative Writing,5,96.53,31.88,2024-05-25,8
EVAL_028992,v1.1,Creative Writing,5,91.92,26.33,2024-06-11,8
EVAL_028993,v1.1,General QA,5,85.44,30.41,2024-06-17,8
EVAL_028994,v1.1,General QA,4,94.29,21.33,2024-06-13,8
EVAL_028995,v1.1,Coding,3,93.41,25.59,2024-01-20,8
EVAL_028996,v1.1,Scientific,4,86.96,22.34,2024-04-08,8
EVAL_028997,v1.1,Math/Logic,4,86.22,18.14,2024-03-22,8
EVAL_028998,v1.1,Creative Writing,3,86.63,22.65,2024-01-29,8
EVAL_028999,v1.1,Scientific,4,86.05,25.45,2024-05-09,8
EVAL_029000,v1.1,Scientific,4,95.05,17.04,2024-01-25,8
EVAL_029001,v1.1,General QA,5,87.29,25.39,2024-02-13,8
EVAL_029002,v1.1,Math/Logic,4,93.59,26.61,2024-05-04,8
EVAL_029003,v1.1,Math/Logic,5,78.92,20.73,2024-06-21,8
EVAL_029004,v1.1,General QA,5,87.01,31.42,2024-03-22,8
EVAL_029005,v1.1,Creative Writing,2,74.74,26.05,2024-06-26,8
EVAL_029006,v1.1,Scientific,4,95.94,25.77,2024-02-28,8
