user_id,is_subscriber,signup_date,user_country,industry_role,user_type,pre_project_engagement_score,is_treatment_group,total_weeks_active
USR_054552,False,2024-10-17,Canada,Data Scientist,Enterprise,51.85,True,14
USR_054553,False,2024-10-14,US,Software Engineer,Consumer,19.07,True,16
USR_054554,False,2024-08-27,France,Researcher,Consumer,30.57,True,14
USR_054555,False,2024-09-19,France,Other,Consumer,33.51,True,6
USR_054556,False,2024-08-16,UK,Student,Consumer,25.12,True,11
USR_054557,False,2024-10-14,Germany,Researcher,Enterprise,55.48,True,12
USR_054558,False,2024-07-08,US,Writer,Consumer,25.96,False,9
USR_054559,False,2024-07-25,India,Software Engineer,Consumer,30.11,True,10
USR_054560,False,2024-07-29,UK,Student,Consumer,43.77,True,7
USR_054561,False,2024-08-18,US,Student,Consumer,41.65,True,24
USR_054562,True,2024-10-23,Canada,Software Engineer,Consumer,47.72,True,24
USR_054563,False,2024-10-28,US,Other,Consumer,29.77,True,11
USR_054564,False,2024-11-05,US,Data Scientist,Enterprise,14.94,True,6
USR_054565,False,2024-10-25,UK,Data Scientist,Consumer,36.21,True,24
USR_054566,False,2024-08-08,Germany,Software Engineer,Enterprise,48.68,True,20
USR_054567,False,2024-09-25,US,Data Scientist,Enterprise,37.26,True,13
USR_054568,False,2024-09-05,US,Data Scientist,Consumer,20.85,True,11
USR_054569,False,2024-08-09,US,Software Engineer,Consumer,10.43,True,15
USR_054570,False,2024-07-15,US,Writer,Consumer,21.55,True,15
USR_054571,False,2024-11-12,France,Business Analyst,Enterprise,16.01,True,14
USR_054572,False,2024-07-26,UK,Student,Consumer,45.34,False,19
USR_054573,False,2024-09-22,India,Software Engineer,Enterprise,59.82,True,10
USR_054574,False,2024-10-23,US,Software Engineer,Consumer,69.94,True,24
USR_054575,False,2024-06-21,US,Writer,Consumer,57.94,False,11
USR_054576,False,2024-10-12,US,Writer,Consumer,13.06,True,17
USR_054577,False,2024-10-16,Germany,Software Engineer,Consumer,37.62,True,26
USR_054578,False,2024-10-14,UK,Other,Enterprise,33.21,True,18
USR_054579,False,2024-06-25,US,Writer,Consumer,58.76,True,21
USR_054580,True,2024-08-01,Canada,Other,Consumer,24.3,True,15
USR_054581,False,2024-09-07,US,Other,Consumer,66.28,True,8
USR_054582,False,2024-07-22,Other,Business Analyst,Enterprise,74.15,True,14
USR_054583,False,2024-06-23,Canada,Student,Enterprise,69.51,False,15
USR_054584,False,2024-08-28,US,Other,Enterprise,29.88,True,4
USR_054585,False,2024-09-25,US,Software Engineer,Consumer,20.85,True,12
USR_054586,False,2024-09-05,Canada,Student,Consumer,40.71,True,22
USR_054587,False,2024-08-11,Germany,Other,Consumer,18.66,True,9
USR_054588,False,2024-08-30,Germany,Writer,Consumer,46.17,True,4
USR_054589,False,2024-08-17,UK,Researcher,Consumer,37.2,True,23
USR_054590,False,2024-08-04,France,Student,Consumer,28.49,True,22
USR_054591,False,2024-09-16,US,Student,Enterprise,40.58,True,7
USR_054592,False,2024-09-09,US,Researcher,Enterprise,40.89,True,21
USR_054593,False,2024-10-06,US,Other,Enterprise,56.87,True,16
USR_054594,True,2024-08-09,US,Student,Enterprise,78.56,True,23
USR_054595,False,2024-07-13,Germany,Other,Consumer,45.99,False,18
USR_054596,False,2024-06-27,Canada,Student,Consumer,23.52,True,13
USR_054597,False,2024-09-30,Canada,Data Scientist,Consumer,49.56,True,11
USR_054598,False,2024-11-03,US,Writer,Enterprise,26.48,True,26
USR_054599,False,2024-10-21,UK,Student,Enterprise,25.62,True,14
USR_054600,False,2024-10-07,US,Business Analyst,Consumer,48.46,True,21
USR_054601,False,2024-09-06,US,Researcher,Consumer,4.69,True,9
USR_054602,False,2024-07-25,US,Writer,Enterprise,69.37,False,6
USR_054603,True,2024-07-20,Other,Other,Enterprise,48.35,True,6
USR_054604,False,2024-07-05,India,Software Engineer,Consumer,5.98,True,25
USR_054605,False,2024-09-26,Other,Researcher,Enterprise,24.6,True,16
USR_054606,False,2024-10-24,UK,Researcher,Consumer,7.07,True,15
USR_054607,False,2024-09-27,India,Researcher,Consumer,35.72,True,5
USR_054608,False,2024-11-16,US,Student,Consumer,3.32,True,9
USR_054609,False,2024-11-06,India,Writer,Consumer,63.25,True,20
USR_054610,False,2024-07-11,US,Software Engineer,Enterprise,75.38,True,5
USR_054611,False,2024-10-14,Germany,Researcher,Consumer,52.48,True,16
USR_054612,False,2024-07-02,Germany,Data Scientist,Consumer,6.72,False,14
USR_054613,False,2024-09-04,UK,Researcher,Consumer,55.56,True,6
USR_054614,False,2024-10-21,India,Other,Enterprise,28.22,True,25
USR_054615,False,2024-10-22,India,Data Scientist,Consumer,34.3,True,12
USR_054616,True,2024-11-10,Canada,Data Scientist,Consumer,41.91,True,8
USR_054617,False,2024-08-27,US,Software Engineer,Consumer,57.45,True,11
USR_054618,False,2024-10-02,India,Software Engineer,Consumer,55.66,True,25
USR_054619,False,2024-09-09,Other,Writer,Consumer,32.11,True,5
USR_054620,False,2024-09-02,France,Software Engineer,Enterprise,13.71,True,10
USR_054621,False,2024-09-02,US,Student,Enterprise,16.21,True,12
USR_054622,False,2024-11-19,UK,Researcher,Enterprise,39.96,True,24
USR_054623,False,2024-09-17,US,Other,Consumer,11.32,True,16
USR_054624,True,2024-12-06,UK,Data Scientist,Enterprise,40.39,True,5
USR_054625,False,2024-09-07,US,Writer,Enterprise,34.3,True,4
USR_054626,False,2024-08-16,US,Researcher,Consumer,35.69,True,12
USR_054627,False,2024-11-29,India,Software Engineer,Consumer,91.42,True,12
USR_054628,False,2024-06-21,US,Software Engineer,Enterprise,34.44,False,20
USR_054629,False,2024-08-05,UK,Student,Enterprise,67.92,False,21
USR_054630,False,2024-07-15,Other,Software Engineer,Consumer,19.21,True,17
USR_054631,True,2024-08-27,Other,Software Engineer,Consumer,76.93,True,20
USR_054632,False,2024-07-31,Canada,Data Scientist,Consumer,29.75,True,22
USR_054633,False,2024-06-28,UK,Other,Consumer,67.94,False,8
USR_054634,False,2024-07-09,Other,Data Scientist,Consumer,33.4,False,10
USR_054635,True,2024-10-08,US,Software Engineer,Consumer,11.88,True,6
USR_054636,False,2024-10-17,UK,Student,Consumer,61.1,True,17
USR_054637,False,2024-10-14,UK,Writer,Enterprise,25.95,True,18
USR_054638,False,2024-08-19,UK,Student,Consumer,66.8,True,9
USR_054639,False,2024-09-27,Other,Data Scientist,Enterprise,45.38,True,22
USR_054640,False,2024-08-09,France,Business Analyst,Consumer,17.33,False,24
USR_054641,False,2024-09-24,US,Data Scientist,Consumer,55.61,True,19
USR_054642,False,2024-10-08,US,Writer,Consumer,34.68,True,23
USR_054643,True,2024-09-05,France,Business Analyst,Consumer,76.95,True,10
USR_054644,False,2024-10-19,India,Student,Consumer,57.85,True,4
USR_054645,False,2024-10-14,India,Writer,Enterprise,14.33,True,15
USR_054646,False,2024-12-09,India,Student,Consumer,29.65,True,22
USR_054647,False,2024-08-25,US,Researcher,Enterprise,33.55,True,5
USR_054648,True,2024-08-06,US,Software Engineer,Consumer,44.61,True,8
USR_054649,False,2024-08-15,Canada,Data Scientist,Enterprise,69.01,True,18
USR_054650,False,2024-08-06,US,Data Scientist,Consumer,44.69,False,18
USR_054651,False,2024-08-05,US,Software Engineer,Consumer,43.4,True,11
USR_054652,False,2024-08-21,France,Data Scientist,Enterprise,10.03,True,4
USR_054653,False,2024-10-04,US,Business Analyst,Enterprise,2.5,True,13
USR_054654,False,2024-09-05,Other,Researcher,Consumer,37.06,True,20
USR_054655,False,2024-08-07,UK,Researcher,Enterprise,27.4,True,16
USR_054656,False,2024-06-19,US,Software Engineer,Consumer,37.2,False,13
USR_054657,False,2024-10-31,France,Data Scientist,Consumer,42.53,True,11
USR_054658,False,2024-10-16,US,Data Scientist,Consumer,8.04,True,8
USR_054659,False,2024-09-01,India,Other,Consumer,75.77,True,16
USR_054660,False,2024-10-26,US,Business Analyst,Enterprise,49.56,True,6
USR_054661,False,2024-10-04,India,Researcher,Consumer,36.04,True,8
USR_054662,False,2024-08-07,Other,Researcher,Consumer,28.76,False,12
USR_054663,False,2024-07-19,Other,Software Engineer,Enterprise,46.38,True,14
USR_054664,False,2024-09-26,France,Student,Enterprise,42.81,True,16
USR_054665,False,2024-08-23,US,Other,Enterprise,27.93,True,20
USR_054666,False,2024-08-24,US,Business Analyst,Consumer,23.17,True,7
USR_054667,False,2024-10-15,Germany,Other,Consumer,74.23,True,4
USR_054668,False,2024-10-22,US,Software Engineer,Consumer,37.99,True,21
USR_054669,False,2024-10-13,France,Software Engineer,Enterprise,34.87,True,14
USR_054670,False,2024-09-27,US,Data Scientist,Consumer,33.99,True,15
USR_054671,False,2024-11-01,US,Researcher,Consumer,22.2,True,26
USR_054672,False,2024-11-06,Germany,Writer,Enterprise,24.89,True,12
USR_054673,False,2024-07-29,Germany,Business Analyst,Enterprise,46.25,False,4
USR_054674,False,2024-07-24,US,Data Scientist,Consumer,38.75,True,5
USR_054675,False,2024-12-05,US,Other,Consumer,43.12,True,19
USR_054676,False,2024-10-01,India,Software Engineer,Consumer,10.85,True,19
USR_054677,False,2024-08-01,Other,Researcher,Enterprise,47.35,False,9
USR_054678,False,2024-12-07,India,Software Engineer,Consumer,24.91,True,19
USR_054679,False,2024-07-31,US,Data Scientist,Enterprise,33.83,True,16
USR_054680,False,2024-11-24,US,Other,Enterprise,52.2,True,10
USR_054681,False,2024-09-25,India,Software Engineer,Consumer,8.14,True,16
USR_054682,False,2024-06-18,Germany,Software Engineer,Enterprise,33.38,True,20
USR_054683,False,2024-08-08,Canada,Data Scientist,Consumer,20.5,True,7
USR_054684,False,2024-09-14,Other,Business Analyst,Consumer,5.51,True,26
USR_054685,True,2024-08-21,Canada,Software Engineer,Consumer,59.85,True,15
USR_054686,False,2024-10-10,Germany,Student,Consumer,8.47,True,19
USR_054687,False,2024-11-20,US,Other,Consumer,66.17,True,15
USR_054688,False,2024-10-14,US,Data Scientist,Enterprise,49.48,True,20
USR_054689,False,2024-06-30,Other,Business Analyst,Consumer,27.25,False,15
USR_054690,False,2024-10-30,US,Researcher,Consumer,46.85,True,8
USR_054691,False,2024-11-13,US,Student,Consumer,27.85,True,26
USR_054692,False,2024-08-19,Germany,Researcher,Consumer,32.98,True,9
USR_054693,False,2024-11-26,India,Researcher,Enterprise,31.6,True,21
USR_054694,False,2024-10-22,India,Data Scientist,Enterprise,51.91,True,13
USR_054695,False,2024-08-24,Germany,Student,Enterprise,22.24,True,7
USR_054696,False,2024-06-29,US,Student,Consumer,17.87,True,18
USR_054697,False,2024-09-16,France,Student,Enterprise,56.9,True,25
USR_054698,False,2024-08-15,US,Other,Consumer,77.04,True,20
USR_054699,False,2024-06-28,India,Software Engineer,Consumer,15.8,False,7
USR_054700,False,2024-08-18,Germany,Data Scientist,Consumer,12.73,True,13
USR_054701,True,2024-08-12,US,Software Engineer,Enterprise,45.97,True,25
USR_054702,False,2024-08-20,Canada,Student,Consumer,35.33,True,19
USR_054703,False,2024-09-14,Germany,Software Engineer,Consumer,31.04,True,26
USR_054704,False,2024-11-28,UK,Researcher,Consumer,14.52,True,10
USR_054705,False,2024-06-18,India,Researcher,Consumer,49.21,False,11
USR_054706,False,2024-09-01,US,Student,Consumer,46.2,True,20
USR_054707,False,2024-12-08,Other,Researcher,Consumer,39.02,True,16
USR_054708,False,2024-12-10,US,Software Engineer,Enterprise,7.62,True,6
USR_054709,False,2024-08-19,France,Researcher,Consumer,72.0,True,5
USR_054710,True,2024-06-21,India,Student,Enterprise,32.92,True,25
USR_054711,False,2024-09-15,US,Software Engineer,Consumer,61.98,True,19
USR_054712,False,2024-07-19,Other,Other,Consumer,29.42,True,6
USR_054713,False,2024-08-24,US,Researcher,Enterprise,19.38,True,8
USR_054714,False,2024-07-31,US,Software Engineer,Consumer,45.48,True,26
USR_054715,False,2024-08-22,India,Writer,Enterprise,18.79,True,17
USR_054716,False,2024-07-18,France,Other,Consumer,44.53,False,22
USR_054717,False,2024-08-16,UK,Researcher,Consumer,19.82,True,18
USR_054718,False,2024-10-20,US,Data Scientist,Enterprise,20.21,True,17
USR_054719,False,2024-09-16,India,Software Engineer,Consumer,65.91,True,26
USR_054720,False,2024-06-19,France,Data Scientist,Consumer,63.95,True,10
USR_054721,False,2024-07-01,UK,Data Scientist,Enterprise,68.27,False,20
USR_054722,False,2024-11-05,UK,Software Engineer,Consumer,35.35,True,9
USR_054723,False,2024-07-03,UK,Researcher,Enterprise,42.88,True,13
USR_054724,False,2024-08-05,Canada,Data Scientist,Consumer,24.7,False,7
USR_054725,False,2024-11-24,UK,Software Engineer,Consumer,47.16,True,20
USR_054726,False,2024-11-28,Other,Data Scientist,Consumer,50.54,True,5
USR_054727,False,2024-08-23,UK,Student,Consumer,22.21,True,8
USR_054728,False,2024-07-23,US,Software Engineer,Consumer,33.79,True,19
USR_054729,False,2024-12-10,UK,Student,Enterprise,27.23,True,9
USR_054730,True,2024-07-16,India,Other,Enterprise,56.3,True,9
USR_054731,False,2024-07-27,Germany,Student,Consumer,60.59,False,9
USR_054732,False,2024-07-12,US,Writer,Enterprise,26.31,True,7
USR_054733,False,2024-11-02,Germany,Software Engineer,Consumer,17.38,True,12
USR_054734,False,2024-09-26,US,Software Engineer,Consumer,21.06,True,8
USR_054735,False,2024-08-27,UK,Researcher,Consumer,44.4,True,9
USR_054736,False,2024-07-13,Other,Software Engineer,Consumer,26.31,True,17
USR_054737,True,2024-07-15,Canada,Researcher,Enterprise,48.82,True,7
USR_054738,False,2024-09-19,Germany,Writer,Consumer,26.37,True,9
USR_054739,False,2024-09-23,UK,Data Scientist,Consumer,2.08,True,18
USR_054740,False,2024-06-27,Germany,Student,Consumer,76.36,True,7
USR_054741,False,2024-07-18,US,Student,Enterprise,28.64,True,22
USR_054742,False,2024-09-22,US,Software Engineer,Consumer,49.76,True,19
USR_054743,False,2024-08-11,US,Researcher,Consumer,69.48,True,9
USR_054744,False,2024-10-12,US,Software Engineer,Enterprise,51.27,True,4
USR_054745,False,2024-08-19,Germany,Data Scientist,Consumer,56.02,True,26
USR_054746,False,2024-09-06,US,Data Scientist,Consumer,58.61,True,6
USR_054747,False,2024-09-14,India,Student,Consumer,45.53,True,16
USR_054748,False,2024-11-05,India,Business Analyst,Consumer,22.53,True,22
USR_054749,False,2024-08-20,Germany,Data Scientist,Consumer,17.75,True,16
USR_054750,False,2024-09-18,Other,Software Engineer,Consumer,22.84,True,10
USR_054751,False,2024-09-21,US,Other,Consumer,18.4,True,12
USR_054752,False,2024-07-22,India,Student,Consumer,43.91,False,20
USR_054753,False,2024-11-24,US,Data Scientist,Consumer,57.52,True,13
USR_054754,False,2024-10-09,US,Data Scientist,Enterprise,42.99,True,18
USR_054755,False,2024-09-12,Other,Data Scientist,Consumer,27.48,True,7
USR_054756,True,2024-07-26,Germany,Researcher,Enterprise,36.2,True,26
USR_054757,False,2024-09-28,US,Other,Enterprise,40.19,True,9
USR_054758,True,2024-07-21,Germany,Writer,Enterprise,45.96,True,19
USR_054759,False,2024-06-21,India,Data Scientist,Consumer,8.54,True,19
USR_054760,False,2024-12-06,Other,Software Engineer,Consumer,34.51,True,22
USR_054761,False,2024-11-10,Other,Data Scientist,Consumer,28.05,True,20
USR_054762,False,2024-10-09,US,Business Analyst,Enterprise,69.69,True,4
USR_054763,False,2024-09-19,US,Software Engineer,Consumer,45.15,True,16
USR_054764,False,2024-09-14,Other,Data Scientist,Consumer,87.73,True,26
USR_054765,False,2024-11-13,Other,Researcher,Enterprise,16.74,True,26
USR_054766,False,2024-11-03,US,Software Engineer,Consumer,37.97,True,10
USR_054767,False,2024-10-06,US,Software Engineer,Consumer,27.06,True,16
USR_054768,False,2024-08-08,UK,Researcher,Enterprise,35.85,False,4
USR_054769,False,2024-09-05,UK,Software Engineer,Consumer,4.35,True,8
USR_054770,False,2024-06-23,India,Writer,Enterprise,65.14,False,26
USR_054771,True,2024-07-04,US,Researcher,Consumer,45.22,False,7
USR_054772,False,2024-08-31,India,Software Engineer,Consumer,28.83,True,23
USR_054773,False,2024-09-21,US,Writer,Consumer,50.82,True,20
USR_054774,False,2024-07-30,India,Data Scientist,Enterprise,60.27,False,8
USR_054775,False,2024-07-02,Canada,Researcher,Enterprise,25.09,True,8
USR_054776,False,2024-07-04,US,Researcher,Consumer,34.5,False,8
USR_054777,False,2024-12-11,Germany,Business Analyst,Enterprise,57.25,True,14
USR_054778,False,2024-10-16,US,Software Engineer,Enterprise,31.98,True,5
USR_054779,False,2024-09-12,Germany,Researcher,Consumer,17.21,True,25
USR_054780,False,2024-12-10,UK,Researcher,Consumer,23.95,True,20
USR_054781,False,2024-10-08,US,Data Scientist,Consumer,13.71,True,26
USR_054782,False,2024-09-02,US,Data Scientist,Enterprise,51.12,True,23
USR_054783,False,2024-11-24,France,Business Analyst,Consumer,11.78,True,19
USR_054784,False,2024-08-04,US,Software Engineer,Consumer,43.32,False,16
USR_054785,False,2024-06-27,India,Software Engineer,Consumer,0.94,False,20
USR_054786,False,2024-07-14,India,Software Engineer,Consumer,9.58,False,12
USR_054787,False,2024-08-23,US,Researcher,Consumer,27.93,True,13
USR_054788,False,2024-11-22,India,Software Engineer,Consumer,42.54,True,26
USR_054789,False,2024-07-11,US,Researcher,Consumer,22.03,True,13
USR_054790,False,2024-12-09,US,Business Analyst,Enterprise,68.97,True,24
USR_054791,False,2024-06-26,US,Researcher,Consumer,57.89,False,13
USR_054792,False,2024-07-03,Germany,Software Engineer,Enterprise,22.05,True,25
USR_054793,False,2024-12-08,US,Other,Enterprise,66.44,True,11
USR_054794,False,2024-09-30,France,Student,Consumer,65.77,True,6
USR_054795,False,2024-07-15,France,Software Engineer,Consumer,52.28,False,24
USR_054796,False,2024-09-18,India,Student,Consumer,21.9,True,25
USR_054797,False,2024-09-21,US,Writer,Consumer,30.95,True,4
USR_054798,False,2024-08-26,US,Researcher,Consumer,84.02,True,23
USR_054799,False,2024-11-04,Other,Student,Enterprise,22.99,True,19
USR_054800,False,2024-10-21,US,Software Engineer,Consumer,22.68,True,22
USR_054801,False,2024-10-18,Other,Software Engineer,Consumer,13.36,True,9
USR_054802,False,2024-08-14,Other,Data Scientist,Consumer,18.96,True,19
USR_054803,True,2024-06-17,US,Researcher,Enterprise,86.12,True,18
USR_054804,True,2024-09-25,US,Software Engineer,Enterprise,42.7,True,25
USR_054805,False,2024-07-30,US,Other,Enterprise,20.17,False,10
USR_054806,False,2024-09-09,Other,Student,Consumer,30.86,True,17
USR_054807,False,2024-10-26,Canada,Researcher,Consumer,30.22,True,4
USR_054808,False,2024-11-11,Germany,Data Scientist,Consumer,49.53,True,21
USR_054809,False,2024-07-17,Germany,Software Engineer,Enterprise,84.0,False,10
USR_054810,False,2024-06-23,US,Student,Enterprise,52.19,True,22
USR_054811,False,2024-09-15,US,Student,Consumer,31.41,True,11
USR_054812,False,2024-10-26,US,Data Scientist,Consumer,37.93,True,12
USR_054813,False,2024-08-21,Canada,Software Engineer,Consumer,47.49,True,13
USR_054814,False,2024-11-27,Other,Researcher,Consumer,36.3,True,19
USR_054815,False,2024-07-28,US,Other,Enterprise,31.24,False,25
USR_054816,False,2024-11-11,US,Data Scientist,Consumer,76.82,True,21
USR_054817,False,2024-09-22,Germany,Student,Enterprise,39.3,True,25
USR_054818,False,2024-06-28,US,Writer,Consumer,10.24,True,6
USR_054819,False,2024-09-18,India,Data Scientist,Consumer,79.98,True,21
USR_054820,False,2024-06-28,UK,Student,Consumer,41.5,False,23
USR_054821,True,2024-08-08,US,Data Scientist,Consumer,31.38,True,12
USR_054822,False,2024-07-28,US,Data Scientist,Consumer,49.21,True,19
USR_054823,False,2024-08-28,US,Business Analyst,Consumer,68.58,True,5
USR_054824,False,2024-11-22,UK,Writer,Enterprise,11.67,True,17
USR_054825,False,2024-11-01,Germany,Other,Consumer,54.37,True,25
USR_054826,False,2024-08-22,India,Data Scientist,Consumer,42.62,True,6
USR_054827,False,2024-06-15,India,Writer,Enterprise,77.14,True,15
USR_054828,False,2024-09-19,India,Software Engineer,Consumer,53.99,True,18
USR_054829,False,2024-11-02,US,Software Engineer,Consumer,9.54,True,23
USR_054830,False,2024-11-23,Germany,Data Scientist,Consumer,31.71,True,20
USR_054831,False,2024-08-03,India,Other,Consumer,73.88,True,18
USR_054832,False,2024-10-07,Germany,Other,Consumer,52.83,True,9
USR_054833,False,2024-10-01,Germany,Writer,Consumer,19.33,True,26
USR_054834,False,2024-08-19,UK,Software Engineer,Consumer,13.49,True,14
USR_054835,False,2024-10-26,Canada,Software Engineer,Enterprise,84.19,True,13
USR_054836,False,2024-06-20,UK,Data Scientist,Consumer,65.9,True,15
USR_054837,False,2024-12-06,US,Student,Enterprise,70.99,True,24
USR_054838,False,2024-10-20,UK,Other,Consumer,79.65,True,21
USR_054839,False,2024-08-31,India,Data Scientist,Consumer,1.96,True,22
USR_054840,False,2024-08-23,Germany,Business Analyst,Consumer,5.92,True,25
USR_054841,False,2024-11-22,UK,Writer,Consumer,2.75,True,15
USR_054842,False,2024-11-08,UK,Researcher,Consumer,26.04,True,23
USR_054843,False,2024-11-09,India,Writer,Consumer,46.19,True,6
USR_054844,False,2024-10-07,France,Software Engineer,Enterprise,29.22,True,20
USR_054845,False,2024-09-20,Other,Other,Enterprise,15.68,True,16
USR_054846,False,2024-10-21,US,Business Analyst,Consumer,45.85,True,8
USR_054847,False,2024-08-13,UK,Writer,Consumer,40.2,True,26
USR_054848,False,2024-08-23,India,Student,Enterprise,48.35,True,21
USR_054849,False,2024-10-25,UK,Student,Consumer,64.58,True,20
USR_054850,False,2024-10-20,Germany,Software Engineer,Consumer,12.11,True,14
USR_054851,False,2024-07-22,US,Student,Consumer,7.02,False,21
USR_054852,False,2024-07-03,Canada,Other,Consumer,47.29,False,22
USR_054853,True,2024-10-17,Germany,Software Engineer,Consumer,67.48,True,18
USR_054854,False,2024-06-27,UK,Data Scientist,Consumer,57.3,True,7
USR_054855,False,2024-07-13,Canada,Software Engineer,Consumer,45.7,True,19
USR_054856,False,2024-08-04,Other,Software Engineer,Consumer,68.73,True,15
USR_054857,False,2024-08-23,UK,Software Engineer,Enterprise,32.46,True,18
USR_054858,False,2024-08-23,US,Writer,Enterprise,50.18,True,10
USR_054859,False,2024-08-04,India,Software Engineer,Consumer,14.89,True,15
USR_054860,True,2024-10-02,Other,Business Analyst,Consumer,59.81,True,8
USR_054861,False,2024-11-24,India,Data Scientist,Enterprise,9.44,True,22
USR_054862,True,2024-07-06,UK,Writer,Consumer,1.7,False,26
USR_054863,False,2024-08-17,France,Data Scientist,Consumer,12.82,True,8
USR_054864,False,2024-10-28,UK,Student,Enterprise,52.02,True,11
USR_054865,False,2024-10-01,Germany,Software Engineer,Consumer,33.78,True,14
USR_054866,False,2024-06-16,US,Software Engineer,Enterprise,53.21,False,23
USR_054867,False,2024-11-11,Germany,Writer,Consumer,13.49,True,17
USR_054868,False,2024-11-19,UK,Writer,Consumer,8.42,True,17
USR_054869,False,2024-09-15,Other,Other,Consumer,55.05,True,6
USR_054870,False,2024-09-28,India,Data Scientist,Enterprise,61.71,True,26
USR_054871,False,2024-06-20,Canada,Software Engineer,Consumer,36.46,False,15
USR_054872,False,2024-07-27,Germany,Software Engineer,Consumer,28.04,False,26
USR_054873,False,2024-08-03,US,Software Engineer,Consumer,20.6,True,15
USR_054874,False,2024-08-20,India,Data Scientist,Consumer,31.05,True,13
USR_054875,True,2024-11-26,US,Business Analyst,Consumer,76.06,True,25
USR_054876,True,2024-08-12,India,Student,Consumer,27.58,True,22
USR_054877,False,2024-08-13,Germany,Software Engineer,Consumer,14.63,True,15
USR_054878,False,2024-07-20,US,Data Scientist,Consumer,63.02,True,8
USR_054879,False,2024-09-03,US,Student,Consumer,62.77,True,10
USR_054880,False,2024-11-16,US,Researcher,Consumer,21.53,True,11
USR_054881,True,2024-10-29,UK,Business Analyst,Enterprise,17.88,True,9
USR_054882,False,2024-07-11,US,Software Engineer,Consumer,24.03,False,20
USR_054883,False,2024-11-09,Canada,Data Scientist,Consumer,32.78,True,12
USR_054884,False,2024-09-20,France,Software Engineer,Consumer,76.8,True,25
USR_054885,False,2024-06-20,Other,Business Analyst,Consumer,29.01,True,15
USR_054886,False,2024-08-29,US,Software Engineer,Consumer,67.38,True,11
USR_054887,False,2024-11-07,US,Software Engineer,Consumer,50.43,True,24
USR_054888,False,2024-10-31,Other,Student,Consumer,65.32,True,26
USR_054889,False,2024-09-16,France,Data Scientist,Consumer,48.91,True,17
USR_054890,False,2024-08-11,Other,Other,Consumer,15.9,True,20
USR_054891,False,2024-07-14,Germany,Other,Consumer,35.57,True,4
USR_054892,True,2024-12-11,India,Other,Consumer,52.38,True,11
USR_054893,False,2024-11-06,Other,Student,Consumer,19.12,True,23
USR_054894,False,2024-07-06,US,Business Analyst,Consumer,22.16,False,4
USR_054895,False,2024-09-18,US,Data Scientist,Enterprise,58.45,True,20
USR_054896,False,2024-11-01,US,Writer,Consumer,79.19,True,25
USR_054897,False,2024-12-10,India,Data Scientist,Consumer,44.99,True,13
USR_054898,False,2024-12-11,India,Data Scientist,Enterprise,65.08,True,4
USR_054899,False,2024-11-29,Germany,Student,Consumer,18.16,True,8
USR_054900,False,2024-10-05,Germany,Data Scientist,Consumer,24.86,True,26
USR_054901,False,2024-10-12,India,Software Engineer,Consumer,56.44,True,12
USR_054902,False,2024-08-25,India,Data Scientist,Enterprise,32.35,True,22
USR_054903,False,2024-08-15,US,Software Engineer,Consumer,7.27,True,14
USR_054904,False,2024-09-19,Other,Business Analyst,Consumer,63.61,True,10
USR_054905,False,2024-11-24,France,Business Analyst,Consumer,61.33,True,5
USR_054906,False,2024-11-08,France,Data Scientist,Consumer,41.96,True,6
USR_054907,False,2024-10-29,Germany,Software Engineer,Consumer,20.17,True,21
USR_054908,False,2024-08-17,UK,Data Scientist,Enterprise,60.43,True,24
USR_054909,False,2024-07-01,UK,Business Analyst,Consumer,54.52,True,15
USR_054910,False,2024-08-07,Canada,Data Scientist,Consumer,43.17,True,12
USR_054911,False,2024-10-05,India,Writer,Enterprise,37.62,True,9
USR_054912,False,2024-07-30,Canada,Writer,Enterprise,13.23,False,21
USR_054913,False,2024-06-21,Germany,Writer,Consumer,40.29,False,8
USR_054914,False,2024-07-09,India,Software Engineer,Consumer,39.35,False,20
USR_054915,False,2024-08-27,India,Data Scientist,Consumer,3.63,True,23
USR_054916,False,2024-06-26,US,Data Scientist,Enterprise,45.54,False,8
USR_054917,False,2024-09-10,UK,Writer,Consumer,44.01,True,19
USR_054918,False,2024-09-22,Germany,Software Engineer,Consumer,39.74,True,24
USR_054919,False,2024-11-17,India,Data Scientist,Enterprise,50.9,True,7
USR_054920,False,2024-07-04,US,Researcher,Consumer,17.67,True,26
USR_054921,False,2024-06-15,UK,Business Analyst,Consumer,17.99,False,12
USR_054922,False,2024-07-17,India,Data Scientist,Consumer,6.61,False,23
USR_054923,False,2024-10-15,US,Student,Consumer,50.02,True,18
USR_054924,False,2024-10-09,France,Other,Consumer,32.97,True,26
USR_054925,False,2024-11-25,India,Business Analyst,Consumer,40.93,True,7
USR_054926,False,2024-12-10,UK,Student,Consumer,74.23,True,23
USR_054927,False,2024-06-26,UK,Business Analyst,Consumer,75.85,True,19
USR_054928,False,2024-07-19,US,Business Analyst,Consumer,52.43,False,11
USR_054929,False,2024-07-16,UK,Business Analyst,Consumer,32.98,True,24
USR_054930,False,2024-09-27,Canada,Business Analyst,Enterprise,44.7,True,25
USR_054931,True,2024-10-22,France,Software Engineer,Consumer,47.08,True,25
USR_054932,False,2024-08-11,Canada,Researcher,Consumer,23.37,True,18
USR_054933,False,2024-07-15,Germany,Software Engineer,Consumer,59.04,False,6
USR_054934,False,2024-10-18,Other,Student,Enterprise,56.77,True,23
